"","Pasos","Dimension","Valor M","Tiempo"
"V377","500","8",77,0.0147550106048584
"V387","500","8",45,0.0133728981018066
"V397","500","8",55,0.0157489776611328
"V407","500","8",71,0.0168230533599854
"V4111","500","8",59,0.0109701156616211
"V428","500","8",58,0.00998902320861816
"V437","500","8",51,0.0149729251861572
"V447","500","8",48,0.011289119720459
"V457","500","8",50,0.00893902778625488
"V467","500","8",48,0.00776290893554688
"V477","500","8",40,0.014754056930542
"V487","500","8",52,0.011523962020874
"V497","500","8",44,0.0185940265655518
"V507","500","8",46,0.0147778987884521
"V5111","500","8",44,0.0103709697723389
"V528","500","8",61,0.0119938850402832
"V537","500","8",60,0.00901603698730469
"V547","500","8",51,0.0125319957733154
"V557","500","8",58,0.0126471519470215
"V567","500","8",63,0.0112440586090088
"V577","500","8",58,0.0115280151367188
"V587","500","8",59,0.00917506217956543
"V597","500","8",64,0.0128989219665527
"V607","500","8",40,0.0135209560394287
"V6111","500","8",59,0.0130469799041748
"V628","500","8",58,0.0148110389709473
"V637","500","8",62,0.0111069679260254
"V647","500","8",49,0.0114600658416748
"V657","500","8",76,0.00882387161254883
"V667","500","8",66,0.00725317001342773
"V677","500","8",44,0.00837898254394531
"V687","500","8",69,0.0141170024871826
"V697","500","8",44,0.0111989974975586
"V707","500","8",59,0.0134859085083008
"V7111","500","8",62,0.0121109485626221
"V728","500","8",41,0.0103321075439453
"V737","500","8",49,0.00892996788024902
"V747","500","8",69,0.00960111618041992
"V757","500","8",53,0.0114340782165527
"V767","500","8",39,0.0148239135742188
"V777","500","8",60,0.0133490562438965
"V787","500","8",57,0.0131239891052246
"V797","500","8",77,0.00899100303649902
"V807","500","8",80,0.0155839920043945
"V8111","500","8",45,0.0141839981079102
"V828","500","8",55,0.00784397125244141
"V837","500","8",69,0.0123629570007324
"V847","500","8",58,0.0106730461120605
"V857","500","8",44,0.0151748657226562
"V867","500","8",69,0.0136327743530273
"V877","500","8",70,0.0112299919128418
"V887","500","8",43,0.0129518508911133
"V897","500","8",46,0.0115821361541748
"V907","500","8",37,0.0113959312438965
"V9111","500","8",42,0.0107629299163818
"V928","500","8",36,0.00933504104614258
"V937","500","8",63,0.0106608867645264
"V947","500","8",65,0.0138278007507324
"V957","500","8",61,0.012908935546875
"V967","500","8",49,0.012624979019165
"V977","500","8",62,0.00875091552734375
"V987","500","8",49,0.0147240161895752
"V997","500","8",41,0.00878500938415527
"V1007","500","8",61,0.00879907608032227
"V129","800","1",45,0.0160751342773438
"V229","800","1",30,0.0212669372558594
"V329","800","1",32,0.0294599533081055
"V429","800","1",52,0.013279914855957
"V529","800","1",35,0.0176889896392822
"V629","800","1",42,0.0130438804626465
"V729","800","1",43,0.0134670734405518
"V829","800","1",53,0.0216290950775146
"V929","800","1",36,0.0144650936126709
"V108","800","1",45,0.0258791446685791
"V1112","800","1",35,0.018449068069458
"V1210","800","1",28,0.0211188793182373
"V138","800","1",25,0.0225811004638672
"V148","800","1",57,0.0202422142028809
"V158","800","1",29,0.0203511714935303
"V168","800","1",14,0.0255038738250732
"V178","800","1",21,0.0186409950256348
"V188","800","1",23,0.0214591026306152
"V198","800","1",47,0.019942045211792
"V208","800","1",18,0.013948917388916
"V2112","800","1",21,0.0155868530273438
"V2210","800","1",19,0.0288381576538086
"V238","800","1",17,0.0168530941009521
"V248","800","1",37,0.0197710990905762
"V258","800","1",33,0.0204718112945557
"V268","800","1",44,0.0170018672943115
"V278","800","1",73,0.0221540927886963
"V288","800","1",31,0.0190529823303223
"V298","800","1",24,0.0200510025024414
"V308","800","1",30,0.0141088962554932
"V3112","800","1",40,0.0148520469665527
"V3210","800","1",25,0.0130500793457031
"V338","800","1",25,0.012969970703125
"V348","800","1",18,0.0172269344329834
"V358","800","1",37,0.0193560123443604
"V368","800","1",34,0.0141220092773438
"V378","800","1",24,0.0192530155181885
"V388","800","1",27,0.0192849636077881
"V398","800","1",36,0.0264871120452881
"V408","800","1",19,0.021327018737793
"V4112","800","1",34,0.0139620304107666
"V4210","800","1",31,0.0170819759368896
"V438","800","1",41,0.0146589279174805
"V448","800","1",34,0.0183758735656738
"V458","800","1",21,0.0198578834533691
"V468","800","1",19,0.0132501125335693
"V478","800","1",26,0.02181077003479
"V488","800","1",20,0.0211970806121826
"V498","800","1",34,0.022042989730835
"V508","800","1",43,0.0131881237030029
"V5112","800","1",34,0.0223960876464844
"V5210","800","1",26,0.0239019393920898
"V538","800","1",27,0.0147709846496582
"V548","800","1",18,0.0239260196685791
"V558","800","1",26,0.0191690921783447
"V568","800","1",18,0.0172147750854492
"V578","800","1",17,0.0260140895843506
"V588","800","1",28,0.0155048370361328
"V598","800","1",21,0.023749828338623
"V608","800","1",39,0.021510124206543
"V6112","800","1",34,0.0133140087127686
"V6210","800","1",19,0.0175900459289551
"V638","800","1",35,0.0185749530792236
"V648","800","1",23,0.0146479606628418
"V658","800","1",22,0.0134069919586182
"V668","800","1",33,0.0131251811981201
"V678","800","1",26,0.0144100189208984
"V688","800","1",37,0.020820140838623
"V698","800","1",34,0.0155088901519775
"V708","800","1",32,0.0168929100036621
"V7112","800","1",20,0.0165097713470459
"V7210","800","1",18,0.0223610401153564
"V738","800","1",25,0.0192129611968994
"V748","800","1",17,0.0171740055084229
"V758","800","1",22,0.0193789005279541
"V768","800","1",47,0.0199708938598633
"V778","800","1",17,0.0190808773040771
"V788","800","1",21,0.0166299343109131
"V798","800","1",55,0.014178991317749
"V808","800","1",28,0.0202741622924805
"V8112","800","1",30,0.0133891105651855
"V8210","800","1",38,0.0134239196777344
"V838","800","1",38,0.0181028842926025
"V848","800","1",31,0.0175619125366211
"V858","800","1",43,0.0169558525085449
"V868","800","1",26,0.0138058662414551
"V878","800","1",26,0.012998104095459
"V888","800","1",59,0.0188860893249512
"V898","800","1",29,0.0187530517578125
"V908","800","1",20,0.0231139659881592
"V9112","800","1",35,0.0131559371948242
"V9210","800","1",56,0.0132009983062744
"V938","800","1",86,0.0197319984436035
"V948","800","1",72,0.0167410373687744
"V958","800","1",22,0.0134871006011963
"V968","800","1",26,0.0181238651275635
"V978","800","1",45,0.0131618976593018
"V988","800","1",19,0.0187349319458008
"V998","800","1",48,0.018186092376709
"V1008","800","1",16,0.0192291736602783
"V130","800","2",24,0.0148589611053467
"V230","800","2",54,0.0166900157928467
"V330","800","2",46,0.0176329612731934
"V430","800","2",38,0.0182418823242188
"V530","800","2",68,0.0153710842132568
"V630","800","2",46,0.019157886505127
"V730","800","2",27,0.0232019424438477
"V830","800","2",48,0.0209751129150391
"V930","800","2",30,0.0169680118560791
"V109","800","2",48,0.021697998046875
"V1113","800","2",27,0.0162069797515869
"V1211","800","2",31,0.0136489868164062
"V139","800","2",34,0.0156409740447998
"V149","800","2",39,0.0136861801147461
"V159","800","2",44,0.0236260890960693
"V169","800","2",39,0.0203139781951904
"V179","800","2",50,0.0134420394897461
"V189","800","2",46,0.0133979320526123
"V199","800","2",49,0.0194149017333984
"V209","800","2",39,0.0225341320037842
"V2113","800","2",37,0.0186119079589844
"V2211","800","2",32,0.0162010192871094
"V239","800","2",42,0.0135269165039062
"V249","800","2",52,0.0183889865875244
"V259","800","2",38,0.0165932178497314
"V269","800","2",39,0.0204980373382568
"V279","800","2",35,0.0189268589019775
"V289","800","2",26,0.0193328857421875
"V299","800","2",56,0.0187699794769287
"V309","800","2",50,0.0199129581451416
"V3113","800","2",56,0.0173721313476562
"V3211","800","2",36,0.0188889503479004
"V339","800","2",52,0.0166711807250977
"V349","800","2",36,0.0204720497131348
"V359","800","2",61,0.0250198841094971
"V369","800","2",27,0.0201461315155029
"V379","800","2",44,0.0186378955841064
"V389","800","2",48,0.0162899494171143
"V399","800","2",40,0.0159440040588379
"V409","800","2",48,0.0189788341522217
"V4113","800","2",29,0.0185098648071289
"V4211","800","2",36,0.0166280269622803
"V439","800","2",39,0.0183720588684082
"V449","800","2",34,0.0227258205413818
"V459","800","2",33,0.0195741653442383
"V469","800","2",39,0.0181162357330322
"V479","800","2",48,0.0200378894805908
"V489","800","2",27,0.0185379981994629
"V499","800","2",46,0.0319478511810303
"V509","800","2",50,0.0163161754608154
"V5113","800","2",31,0.0200510025024414
"V5211","800","2",38,0.018887996673584
"V539","800","2",20,0.0224831104278564
"V549","800","2",30,0.0206518173217773
"V559","800","2",30,0.0213818550109863
"V569","800","2",35,0.0183389186859131
"V579","800","2",46,0.0147199630737305
"V589","800","2",35,0.0191888809204102
"V599","800","2",51,0.0197811126708984
"V609","800","2",55,0.0164430141448975
"V6113","800","2",27,0.0211760997772217
"V6211","800","2",56,0.0208690166473389
"V639","800","2",38,0.0197441577911377
"V649","800","2",41,0.0134570598602295
"V659","800","2",92,0.014009952545166
"V669","800","2",25,0.0131609439849854
"V679","800","2",30,0.0115959644317627
"V689","800","2",36,0.0224359035491943
"V699","800","2",38,0.0163149833679199
"V709","800","2",51,0.0182268619537354
"V7113","800","2",59,0.0224759578704834
"V7211","800","2",31,0.02105712890625
"V739","800","2",41,0.0212440490722656
"V749","800","2",30,0.0146658420562744
"V759","800","2",28,0.0228118896484375
"V769","800","2",36,0.0164668560028076
"V779","800","2",57,0.0223238468170166
"V789","800","2",23,0.0207159519195557
"V799","800","2",36,0.0268199443817139
"V809","800","2",63,0.016869068145752
"V8113","800","2",34,0.0194289684295654
"V8211","800","2",51,0.0174350738525391
"V839","800","2",39,0.0178430080413818
"V849","800","2",60,0.0200541019439697
"V859","800","2",31,0.0147337913513184
"V869","800","2",47,0.017704963684082
"V879","800","2",26,0.0193140506744385
"V889","800","2",46,0.0246829986572266
"V899","800","2",25,0.0143098831176758
"V909","800","2",36,0.0195200443267822
"V9113","800","2",35,0.0239310264587402
"V9211","800","2",45,0.0149350166320801
"V939","800","2",40,0.0179028511047363
"V949","800","2",35,0.0211730003356934
"V959","800","2",43,0.013995885848999
"V969","800","2",34,0.0190181732177734
"V979","800","2",69,0.0175249576568604
"V989","800","2",73,0.0192310810089111
"V999","800","2",32,0.0134398937225342
"V1009","800","2",50,0.0140008926391602
"V140","800","3",53,0.0217978954315186
"V240","800","3",39,0.0176219940185547
"V340","800","3",59,0.0170350074768066
"V440","800","3",103,0.0213639736175537
"V540","800","3",33,0.0145390033721924
"V640","800","3",28,0.0244460105895996
"V740","800","3",61,0.0283718109130859
"V840","800","3",33,0.0177469253540039
"V940","800","3",32,0.0162060260772705
"V1010","800","3",31,0.0235340595245361
"V1114","800","3",40,0.018481969833374
"V1212","800","3",47,0.0190830230712891
"V1310","800","3",38,0.0222132205963135
"V1410","800","3",54,0.0236530303955078
"V1510","800","3",62,0.0178258419036865
"V1610","800","3",37,0.0164802074432373
"V1710","800","3",47,0.0186271667480469
"V1810","800","3",38,0.0160460472106934
"V1910","800","3",37,0.0186290740966797
"V2010","800","3",31,0.0220499038696289
"V2114","800","3",53,0.023669958114624
"V2212","800","3",94,0.0182039737701416
"V2310","800","3",53,0.0215029716491699
"V2410","800","3",47,0.0162239074707031
"V2510","800","3",54,0.0173368453979492
"V2610","800","3",55,0.0226800441741943
"V2710","800","3",59,0.0228757858276367
"V2810","800","3",24,0.0164070129394531
"V2910","800","3",59,0.0162868499755859
"V3010","800","3",52,0.0191330909729004
"V3114","800","3",35,0.0191969871520996
"V3212","800","3",46,0.0232019424438477
"V3310","800","3",72,0.0172748565673828
"V3410","800","3",41,0.0223338603973389
"V3510","800","3",57,0.0207560062408447
"V3610","800","3",42,0.0210630893707275
"V3710","800","3",58,0.0211620330810547
"V3810","800","3",44,0.0237929821014404
"V3910","800","3",37,0.0295679569244385
"V4010","800","3",32,0.0227289199829102
"V4114","800","3",29,0.017549991607666
"V4212","800","3",60,0.02128005027771
"V4310","800","3",59,0.0182199478149414
"V4410","800","3",33,0.014768123626709
"V4510","800","3",55,0.0229659080505371
"V4610","800","3",91,0.0167410373687744
"V4710","800","3",72,0.0160200595855713
"V4810","800","3",59,0.0208671092987061
"V4910","800","3",25,0.0168828964233398
"V5010","800","3",52,0.0183000564575195
"V5114","800","3",29,0.0146479606628418
"V5212","800","3",40,0.0141770839691162
"V5310","800","3",48,0.0169119834899902
"V5410","800","3",27,0.0173180103302002
"V5510","800","3",27,0.0136830806732178
"V5610","800","3",29,0.0218508243560791
"V5710","800","3",45,0.0186009407043457
"V5810","800","3",41,0.0227398872375488
"V5910","800","3",55,0.0191900730133057
"V6010","800","3",35,0.0139248371124268
"V6114","800","3",58,0.0178239345550537
"V6212","800","3",35,0.036611795425415
"V6310","800","3",33,0.0172059535980225
"V6410","800","3",58,0.017578125
"V6510","800","3",47,0.0166900157928467
"V6610","800","3",44,0.0218150615692139
"V6710","800","3",31,0.0155990123748779
"V6810","800","3",72,0.0135669708251953
"V6910","800","3",27,0.0203900337219238
"V7010","800","3",64,0.0142428874969482
"V7114","800","3",51,0.0202710628509521
"V7212","800","3",42,0.0203311443328857
"V7310","800","3",28,0.0239279270172119
"V7410","800","3",64,0.0296509265899658
"V7510","800","3",44,0.0151009559631348
"V7610","800","3",67,0.0204141139984131
"V7710","800","3",64,0.0180020332336426
"V7810","800","3",52,0.0229640007019043
"V7910","800","3",44,0.0204570293426514
"V8010","800","3",57,0.0146520137786865
"V8114","800","3",70,0.0193939208984375
"V8212","800","3",64,0.0213851928710938
"V8310","800","3",55,0.0199201107025146
"V8410","800","3",41,0.0210452079772949
"V8510","800","3",28,0.0347950458526611
"V8610","800","3",30,0.0218269824981689
"V8710","800","3",48,0.0225000381469727
"V8810","800","3",60,0.019686222076416
"V8910","800","3",29,0.0207600593566895
"V9010","800","3",30,0.0151481628417969
"V9114","800","3",37,0.018258810043335
"V9212","800","3",43,0.0212709903717041
"V9310","800","3",53,0.0163049697875977
"V9410","800","3",51,0.0213310718536377
"V9510","800","3",44,0.0169811248779297
"V9610","800","3",44,0.0203568935394287
"V9710","800","3",49,0.0230588912963867
"V9810","800","3",42,0.016726016998291
"V9910","800","3",64,0.0176420211791992
"V10010","800","3",37,0.0155229568481445
"V150","800","4",77,0.0143711566925049
"V250","800","4",68,0.0178959369659424
"V350","800","4",41,0.0311050415039062
"V450","800","4",72,0.0187549591064453
"V550","800","4",79,0.0207412242889404
"V650","800","4",54,0.0138459205627441
"V750","800","4",39,0.0177309513092041
"V850","800","4",59,0.0153129100799561
"V950","800","4",64,0.0234060287475586
"V1011","800","4",41,0.0239601135253906
"V1115","800","4",59,0.0228431224822998
"V1213","800","4",75,0.024907112121582
"V1311","800","4",44,0.0197679996490479
"V1411","800","4",41,0.0205509662628174
"V1511","800","4",34,0.0200788974761963
"V1611","800","4",48,0.0144820213317871
"V1711","800","4",63,0.0193331241607666
"V1811","800","4",53,0.0208969116210938
"V1911","800","4",46,0.0217158794403076
"V2011","800","4",58,0.0195329189300537
"V2115","800","4",49,0.0181541442871094
"V2213","800","4",34,0.0193870067596436
"V2311","800","4",62,0.0177958011627197
"V2411","800","4",36,0.0179429054260254
"V2511","800","4",47,0.0219440460205078
"V2611","800","4",50,0.0195920467376709
"V2711","800","4",101,0.0215229988098145
"V2811","800","4",87,0.021388053894043
"V2911","800","4",32,0.0177919864654541
"V3011","800","4",65,0.0140359401702881
"V3115","800","4",64,0.01774001121521
"V3213","800","4",85,0.0175390243530273
"V3311","800","4",53,0.0152709484100342
"V3411","800","4",50,0.0220849514007568
"V3511","800","4",40,0.0145730972290039
"V3611","800","4",78,0.018010139465332
"V3711","800","4",34,0.0177099704742432
"V3811","800","4",51,0.0188479423522949
"V3911","800","4",71,0.0221240520477295
"V4011","800","4",48,0.0212430953979492
"V4115","800","4",26,0.0199060440063477
"V4213","800","4",77,0.0199470520019531
"V4311","800","4",36,0.0149610042572021
"V4411","800","4",40,0.0177731513977051
"V4511","800","4",55,0.0159399509429932
"V4611","800","4",62,0.0163679122924805
"V4711","800","4",70,0.0156180858612061
"V4811","800","4",70,0.022108793258667
"V4911","800","4",69,0.0176818370819092
"V5011","800","4",43,0.0238230228424072
"V5115","800","4",37,0.0162699222564697
"V5213","800","4",40,0.0214989185333252
"V5311","800","4",35,0.0185449123382568
"V5411","800","4",33,0.0156190395355225
"V5511","800","4",54,0.0191090106964111
"V5611","800","4",50,0.0214931964874268
"V5711","800","4",62,0.0152039527893066
"V5811","800","4",48,0.026885986328125
"V5911","800","4",60,0.0136070251464844
"V6011","800","4",55,0.0224950313568115
"V6115","800","4",34,0.0146958827972412
"V6213","800","4",103,0.0192351341247559
"V6311","800","4",49,0.0224039554595947
"V6411","800","4",70,0.0176651477813721
"V6511","800","4",45,0.022144079208374
"V6611","800","4",49,0.0176129341125488
"V6711","800","4",37,0.0217130184173584
"V6811","800","4",39,0.0222620964050293
"V6911","800","4",32,0.0323569774627686
"V7011","800","4",74,0.0347321033477783
"V7115","800","4",36,0.0163619518280029
"V7213","800","4",51,0.0214931964874268
"V7311","800","4",63,0.0220811367034912
"V7411","800","4",45,0.0134341716766357
"V7511","800","4",37,0.0174250602722168
"V7611","800","4",46,0.0192639827728271
"V7711","800","4",56,0.0179369449615479
"V7811","800","4",31,0.0202817916870117
"V7911","800","4",56,0.0189049243927002
"V8011","800","4",95,0.0177211761474609
"V8115","800","4",55,0.0166459083557129
"V8213","800","4",41,0.018779993057251
"V8311","800","4",71,0.0219762325286865
"V8411","800","4",50,0.0177068710327148
"V8511","800","4",67,0.0178189277648926
"V8611","800","4",49,0.0169880390167236
"V8711","800","4",40,0.0219759941101074
"V8811","800","4",47,0.0217170715332031
"V8911","800","4",42,0.0181419849395752
"V9011","800","4",59,0.01751708984375
"V9115","800","4",42,0.0168731212615967
"V9213","800","4",50,0.0180511474609375
"V9311","800","4",68,0.0171599388122559
"V9411","800","4",50,0.0208790302276611
"V9511","800","4",65,0.0176420211791992
"V9611","800","4",45,0.0165030956268311
"V9711","800","4",68,0.0237901210784912
"V9811","800","4",52,0.0161910057067871
"V9911","800","4",44,0.0196349620819092
"V10011","800","4",45,0.0173258781433105
"V160","800","5",55,0.021773099899292
"V260","800","5",68,0.0137779712677002
"V360","800","5",78,0.0144381523132324
"V460","800","5",74,0.019495964050293
"V560","800","5",50,0.0235769748687744
"V660","800","5",38,0.0179219245910645
"V760","800","5",37,0.0178110599517822
"V860","800","5",90,0.013401985168457
"V960","800","5",67,0.0193479061126709
"V1012","800","5",42,0.021435022354126
"V1116","800","5",84,0.0143649578094482
"V1214","800","5",39,0.016585111618042
"V1312","800","5",59,0.0176379680633545
"V1412","800","5",52,0.0174150466918945
"V1512","800","5",62,0.0232510566711426
"V1612","800","5",56,0.020143985748291
"V1712","800","5",41,0.0176370143890381
"V1812","800","5",83,0.0190949440002441
"V1912","800","5",35,0.0228290557861328
"V2012","800","5",44,0.0169110298156738
"V2116","800","5",67,0.0211899280548096
"V2214","800","5",78,0.0201339721679688
"V2312","800","5",69,0.0141050815582275
"V2412","800","5",62,0.0226371288299561
"V2512","800","5",36,0.0246410369873047
"V2612","800","5",60,0.0217020511627197
"V2712","800","5",78,0.0158469676971436
"V2812","800","5",62,0.0209510326385498
"V2912","800","5",54,0.0132560729980469
"V3012","800","5",59,0.0233149528503418
"V3116","800","5",102,0.0213029384613037
"V3214","800","5",60,0.0209121704101562
"V3312","800","5",66,0.015038013458252
"V3412","800","5",58,0.0179641246795654
"V3512","800","5",36,0.0206470489501953
"V3612","800","5",50,0.026630163192749
"V3712","800","5",43,0.0207009315490723
"V3812","800","5",74,0.0200681686401367
"V3912","800","5",51,0.0163419246673584
"V4012","800","5",57,0.027907133102417
"V4116","800","5",62,0.0134749412536621
"V4214","800","5",78,0.0172598361968994
"V4312","800","5",109,0.0177340507507324
"V4412","800","5",69,0.0179409980773926
"V4512","800","5",71,0.0196800231933594
"V4612","800","5",60,0.0215988159179688
"V4712","800","5",37,0.0197889804840088
"V4812","800","5",59,0.0198290348052979
"V4912","800","5",70,0.0186488628387451
"V5012","800","5",56,0.0173249244689941
"V5116","800","5",58,0.0135369300842285
"V5214","800","5",64,0.0247900485992432
"V5312","800","5",51,0.014739990234375
"V5412","800","5",56,0.0184030532836914
"V5512","800","5",55,0.0191590785980225
"V5612","800","5",57,0.0163569450378418
"V5712","800","5",50,0.0214109420776367
"V5812","800","5",48,0.0168859958648682
"V5912","800","5",104,0.013916015625
"V6012","800","5",37,0.0218679904937744
"V6116","800","5",46,0.0137009620666504
"V6214","800","5",66,0.0274581909179688
"V6312","800","5",45,0.0195040702819824
"V6412","800","5",63,0.0192399024963379
"V6512","800","5",77,0.0203011035919189
"V6612","800","5",46,0.0175249576568604
"V6712","800","5",42,0.0128509998321533
"V6812","800","5",56,0.0165431499481201
"V6912","800","5",62,0.0255639553070068
"V7012","800","5",44,0.0163171291351318
"V7116","800","5",69,0.0163190364837646
"V7214","800","5",58,0.019460916519165
"V7312","800","5",77,0.0192539691925049
"V7412","800","5",53,0.0188028812408447
"V7512","800","5",70,0.0190517902374268
"V7612","800","5",51,0.0252249240875244
"V7712","800","5",52,0.02400803565979
"V7812","800","5",60,0.0226371288299561
"V7912","800","5",53,0.0185589790344238
"V8012","800","5",47,0.015110969543457
"V8116","800","5",60,0.016334056854248
"V8214","800","5",44,0.016132116317749
"V8312","800","5",46,0.0161430835723877
"V8412","800","5",67,0.021265983581543
"V8512","800","5",58,0.0217850208282471
"V8612","800","5",51,0.0157630443572998
"V8712","800","5",58,0.0191950798034668
"V8812","800","5",62,0.0203208923339844
"V8912","800","5",72,0.0228261947631836
"V9012","800","5",53,0.0156960487365723
"V9116","800","5",66,0.0133500099182129
"V9214","800","5",67,0.0181210041046143
"V9312","800","5",71,0.0231318473815918
"V9412","800","5",50,0.0159180164337158
"V9512","800","5",68,0.02081298828125
"V9612","800","5",84,0.0174570083618164
"V9712","800","5",48,0.0187740325927734
"V9812","800","5",60,0.0182759761810303
"V9912","800","5",44,0.0140409469604492
"V10012","800","5",40,0.0214920043945312
"V170","800","6",39,0.0187079906463623
"V270","800","6",38,0.0183210372924805
"V370","800","6",35,0.0180220603942871
"V470","800","6",55,0.0211670398712158
"V570","800","6",72,0.0226609706878662
"V670","800","6",57,0.017348051071167
"V770","800","6",77,0.0195138454437256
"V870","800","6",91,0.0193569660186768
"V970","800","6",42,0.0166239738464355
"V1013","800","6",98,0.0222468376159668
"V1117","800","6",73,0.01774001121521
"V1215","800","6",76,0.0181601047515869
"V1313","800","6",54,0.0202081203460693
"V1413","800","6",67,0.0158290863037109
"V1513","800","6",45,0.0176920890808105
"V1613","800","6",110,0.0203790664672852
"V1713","800","6",83,0.01904296875
"V1813","800","6",71,0.0243959426879883
"V1913","800","6",62,0.0185530185699463
"V2013","800","6",74,0.0187129974365234
"V2117","800","6",83,0.0200619697570801
"V2215","800","6",86,0.0215978622436523
"V2313","800","6",44,0.0224311351776123
"V2413","800","6",64,0.016294002532959
"V2513","800","6",79,0.0246219635009766
"V2613","800","6",79,0.0171041488647461
"V2713","800","6",62,0.0225958824157715
"V2813","800","6",57,0.0207638740539551
"V2913","800","6",74,0.0227420330047607
"V3013","800","6",32,0.0160708427429199
"V3117","800","6",52,0.0226309299468994
"V3215","800","6",69,0.0148839950561523
"V3313","800","6",65,0.0135269165039062
"V3413","800","6",61,0.017754077911377
"V3513","800","6",70,0.0212869644165039
"V3613","800","6",59,0.0175940990447998
"V3713","800","6",72,0.0170888900756836
"V3813","800","6",97,0.0213930606842041
"V3913","800","6",57,0.0210509300231934
"V4013","800","6",86,0.0203850269317627
"V4117","800","6",80,0.0210878849029541
"V4215","800","6",79,0.016618013381958
"V4313","800","6",57,0.0250999927520752
"V4413","800","6",81,0.0216200351715088
"V4513","800","6",62,0.0199370384216309
"V4613","800","6",60,0.0198569297790527
"V4713","800","6",65,0.023655891418457
"V4813","800","6",80,0.0204219818115234
"V4913","800","6",63,0.0235238075256348
"V5013","800","6",67,0.0182111263275146
"V5117","800","6",91,0.0204908847808838
"V5215","800","6",40,0.0236468315124512
"V5313","800","6",52,0.0159940719604492
"V5413","800","6",62,0.0222349166870117
"V5513","800","6",67,0.0197679996490479
"V5613","800","6",53,0.0214500427246094
"V5713","800","6",86,0.0211188793182373
"V5813","800","6",72,0.0183308124542236
"V5913","800","6",80,0.0227811336517334
"V6013","800","6",54,0.0180740356445312
"V6117","800","6",56,0.0150370597839355
"V6215","800","6",71,0.0170300006866455
"V6313","800","6",72,0.0144548416137695
"V6413","800","6",62,0.0189599990844727
"V6513","800","6",112,0.0149550437927246
"V6613","800","6",41,0.0132730007171631
"V6713","800","6",75,0.0131011009216309
"V6813","800","6",101,0.0231189727783203
"V6913","800","6",75,0.019834041595459
"V7013","800","6",71,0.0227010250091553
"V7117","800","6",57,0.0177059173583984
"V7215","800","6",64,0.0162220001220703
"V7313","800","6",60,0.0150139331817627
"V7413","800","6",71,0.018604040145874
"V7513","800","6",87,0.0161900520324707
"V7613","800","6",70,0.0228860378265381
"V7713","800","6",60,0.0175790786743164
"V7813","800","6",52,0.013592004776001
"V7913","800","6",53,0.0208301544189453
"V8013","800","6",46,0.0182700157165527
"V8117","800","6",58,0.0193760395050049
"V8215","800","6",64,0.015286922454834
"V8313","800","6",54,0.0202109813690186
"V8413","800","6",32,0.0177021026611328
"V8513","800","6",54,0.0171349048614502
"V8613","800","6",91,0.0136170387268066
"V8713","800","6",35,0.0168089866638184
"V8813","800","6",59,0.0224189758300781
"V8913","800","6",40,0.0209150314331055
"V9013","800","6",77,0.0178589820861816
"V9117","800","6",72,0.0159480571746826
"V9215","800","6",65,0.0209310054779053
"V9313","800","6",92,0.0136771202087402
"V9413","800","6",49,0.0144798755645752
"V9513","800","6",47,0.0209190845489502
"V9613","800","6",70,0.0139529705047607
"V9713","800","6",76,0.0179920196533203
"V9813","800","6",57,0.0186531543731689
"V9913","800","6",98,0.0228078365325928
"V10013","800","6",57,0.0198969841003418
"V180","800","7",74,0.0171668529510498
"V280","800","7",62,0.0193037986755371
"V380","800","7",67,0.0175089836120605
"V480","800","7",58,0.0186550617218018
"V580","800","7",68,0.0206470489501953
"V680","800","7",65,0.0210978984832764
"V780","800","7",82,0.0192310810089111
"V880","800","7",53,0.0215828418731689
"V980","800","7",65,0.0205879211425781
"V1014","800","7",58,0.0191287994384766
"V1118","800","7",81,0.0199730396270752
"V1216","800","7",63,0.0176191329956055
"V1314","800","7",64,0.0162091255187988
"V1414","800","7",74,0.0250759124755859
"V1514","800","7",65,0.0152609348297119
"V1614","800","7",87,0.017819881439209
"V1714","800","7",58,0.0154740810394287
"V1814","800","7",72,0.0232720375061035
"V1914","800","7",47,0.0189089775085449
"V2014","800","7",58,0.0239720344543457
"V2118","800","7",59,0.0194189548492432
"V2216","800","7",68,0.0205328464508057
"V2314","800","7",96,0.023453950881958
"V2414","800","7",43,0.0208950042724609
"V2514","800","7",49,0.0177328586578369
"V2614","800","7",52,0.018204927444458
"V2714","800","7",70,0.0163369178771973
"V2814","800","7",59,0.0181698799133301
"V2914","800","7",69,0.0179190635681152
"V3014","800","7",69,0.0212459564208984
"V3118","800","7",48,0.0269539356231689
"V3216","800","7",49,0.0218119621276855
"V3314","800","7",56,0.0149099826812744
"V3414","800","7",73,0.0176119804382324
"V3514","800","7",73,0.0164780616760254
"V3614","800","7",48,0.0169930458068848
"V3714","800","7",71,0.0202481746673584
"V3814","800","7",40,0.0164749622344971
"V3914","800","7",83,0.0169939994812012
"V4014","800","7",67,0.0187039375305176
"V4118","800","7",51,0.0161569118499756
"V4216","800","7",77,0.022723913192749
"V4314","800","7",94,0.0148739814758301
"V4414","800","7",84,0.0210258960723877
"V4514","800","7",70,0.0223610401153564
"V4614","800","7",58,0.0139260292053223
"V4714","800","7",84,0.0217559337615967
"V4814","800","7",80,0.0161440372467041
"V4914","800","7",45,0.0199489593505859
"V5014","800","7",61,0.0163741111755371
"V5118","800","7",96,0.0213851928710938
"V5216","800","7",63,0.0149431228637695
