"","Largo","Dimensión","Semilla"
"1497",62,100,50
"1498",27,100,50
"1499",41,100,50
"1500",26,100,50
"1501",18,100,50
"1502",46,100,50
"1503",14,100,50
"1504",30,100,50
"1505",31,100,50
"1506",88,100,50
"1507",15,100,50
"1508",23,100,50
"1509",7,100,50
"1510",39,100,50
"1511",4,100,50
"1512",19,100,50
"1513",11,100,50
"1514",20,100,50
"1515",8,100,50
"1516",14,100,50
"1517",34,100,50
"1518",18,100,50
"1519",7,100,50
"1520",11,100,50
"1521",54,100,50
"1522",4,100,50
"1523",19,100,50
"1524",37,100,50
"1525",18,100,50
"1526",40,100,50
"1527",40,100,50
"1528",53,100,50
"1529",6,100,50
"1530",7,100,50
"1531",17,100,50
"1532",21,100,50
"1533",15,100,50
"1534",17,100,50
"1535",22,100,50
"1536",8,100,50
"1537",23,100,50
"1538",84,100,50
"1539",11,100,50
"1540",39,100,50
"1541",12,100,50
"1542",31,100,50
"1543",49,100,50
"1544",11,100,50
"1545",11,100,50
"1546",12,100,50
"1547",19,100,50
"1548",41,100,50
"1549",7,100,50
"1550",18,100,50
"1551",69,100,50
"1552",9,100,50
"1553",4,100,50
"1554",24,100,50
"1555",16,100,50
"1556",30,100,50
"1557",28,100,50
"1558",14,100,50
"1559",10,100,50
"1560",78,100,50
"1561",49,100,50
"1562",3,100,50
"1563",11,100,50
"1564",12,100,50
"1565",32,100,50
"1566",23,100,50
"1567",20,100,50
"1568",45,100,50
"1569",5,100,50
"1570",55,100,50
"1571",15,100,50
"1572",21,100,50
"1573",39,100,50
"1574",19,100,50
"1575",12,100,50
"1576",83,100,50
"1577",16,100,50
"1578",24,100,50
"1579",13,100,50
"1580",21,100,50
"1581",42,100,50
"1582",25,100,50
"1583",5,100,50
"1584",22,100,50
"1585",35,100,50
"1586",23,100,50
"1587",36,100,50
"1588",40,100,50
"1589",23,100,50
"1590",30,100,50
"1591",32,100,50
"1592",21,100,50
"1593",18,100,50
"1594",10,100,50
"1595",23,100,50
"1596",71,100,50
"1597",25,100,50
"1598",55,100,50
"1599",18,100,50
"1600",34,100,50
"1601",5,100,70
"1602",8,100,70
"1603",41,100,70
"1604",7,100,70
"1605",8,100,70
"1606",8,100,70
"1607",29,100,70
"1608",15,100,70
"1609",16,100,70
"1610",83,100,70
"1611",37,100,70
"1612",18,100,70
"1613",17,100,70
"1614",6,100,70
"1615",39,100,70
"1616",18,100,70
"1617",43,100,70
"1618",98,100,70
"1619",40,100,70
"1620",30,100,70
"1621",11,100,70
"1622",10,100,70
"1623",41,100,70
"1624",40,100,70
"1625",11,100,70
"1626",14,100,70
"1627",41,100,70
"1628",24,100,70
"1629",4,100,70
"1630",3,100,70
"1631",17,100,70
"1632",10,100,70
"1633",200,100,70
"1634",19,100,70
"1635",99,100,70
"1636",24,100,70
"1637",20,100,70
"1638",25,100,70
"1639",12,100,70
"1640",30,100,70
"1641",40,100,70
"1642",97,100,70
"1643",19,100,70
"1644",11,100,70
"1645",2,100,70
"1646",16,100,70
"1647",6,100,70
"1648",11,100,70
"1649",7,100,70
"1650",6,100,70
"1651",15,100,70
"1652",11,100,70
"1653",52,100,70
"1654",5,100,70
"1655",67,100,70
"1656",9,100,70
"1657",102,100,70
"1658",19,100,70
"1659",8,100,70
"1660",15,100,70
"1661",20,100,70
"1662",17,100,70
"1663",21,100,70
"1664",13,100,70
"1665",66,100,70
"1666",22,100,70
"1667",58,100,70
"1668",7,100,70
"1669",9,100,70
"1670",111,100,70
"1671",3,100,70
"1672",12,100,70
"1673",51,100,70
"1674",35,100,70
"1675",23,100,70
"1676",16,100,70
"1677",22,100,70
"1678",132,100,70
"1679",21,100,70
"1680",17,100,70
"1681",24,100,70
"1682",10,100,70
"1683",57,100,70
"1684",38,100,70
"1685",10,100,70
"1686",9,100,70
"1687",172,100,70
"1688",7,100,70
"1689",5,100,70
"1690",6,100,70
"1691",14,100,70
"1692",12,100,70
"1693",13,100,70
"1694",51,100,70
"1695",5,100,70
"1696",16,100,70
"1697",31,100,70
"1698",192,100,70
"1699",20,100,70
"1700",11,100,70
"1701",25,100,70
"1702",55,100,70
"1703",25,100,70
"1704",14,100,70
"1705",27,100,70
"1706",14,100,70
"1707",10,100,70
"1708",9,100,70
"1709",10,100,70
"1710",46,100,70
"1711",35,100,70
"1712",16,100,70
"1713",30,100,70
"1714",4,100,70
"1715",13,100,70
"1716",15,100,70
"1717",25,100,70
"1718",107,100,70
"1719",5,100,70
"1720",4,100,70
"1721",100,100,70
"1722",13,100,70
"1723",14,100,70
"1724",12,100,70
"1725",9,100,70
"1726",90,100,70
"1727",49,100,70
"1728",21,100,70
"1729",19,100,70
"1730",45,100,70
"1731",16,100,70
"1732",34,100,70
"1733",4,100,70
"1734",33,100,70
"1735",7,100,70
"1736",40,100,70
"1737",95,100,70
"1738",43,100,70
"1739",17,100,70
"1740",7,100,70
"1741",2,100,70
"1742",11,100,70
"1743",58,100,70
"1744",22,100,70
"1745",23,100,70
"1746",25,100,70
"1747",5,100,70
"1748",74,100,70
"1749",20,100,70
"1750",43,100,70
"1751",33,100,70
"1752",9,100,70
"1753",74,100,70
"1754",30,100,70
"1755",27,100,70
"1756",23,100,70
"1757",68,100,70
"1758",43,100,70
"1759",8,100,70
"1760",33,100,70
"1761",25,100,70
"1762",5,100,70
"1763",22,100,70
"1764",6,100,70
"1765",16,100,70
"1766",13,100,70
"1767",11,100,70
"1768",23,100,70
"1769",22,100,70
"1770",34,100,70
"1771",18,100,70
"1772",52,100,70
"1773",62,100,70
"1774",20,100,70
"1775",80,100,70
"1776",13,100,70
"1777",17,100,70
"1778",109,100,70
"1779",40,100,70
"1780",6,100,70
"1781",10,100,70
"1782",13,100,70
"1783",36,100,70
"1784",20,100,70
"1785",30,100,70
"1786",24,100,70
"1787",24,100,70
"1788",12,100,70
"1789",33,100,70
"1790",79,100,70
"1791",44,100,70
"1792",11,100,70
"1793",10,100,70
"1794",3,100,70
"1795",18,100,70
"1796",24,100,70
"1797",13,100,70
"1798",13,100,70
"1799",60,100,70
"1800",17,100,70
"1801",15,100,100
"1802",8,100,100
"1803",83,100,100
"1804",41,100,100
"1805",153,100,100
"1806",7,100,100
"1807",35,100,100
"1808",40,100,100
"1809",57,100,100
"1810",22,100,100
"1811",15,100,100
"1812",61,100,100
"1813",3,100,100
"1814",15,100,100
"1815",116,100,100
"1816",129,100,100
"1817",13,100,100
"1818",9,100,100
"1819",29,100,100
"1820",100,100,100
"1821",21,100,100
"1822",68,100,100
"1823",36,100,100
"1824",41,100,100
"1825",16,100,100
"1826",20,100,100
"1827",15,100,100
"1828",56,100,100
"1829",41,100,100
"1830",57,100,100
"1831",127,100,100
"1832",58,100,100
"1833",102,100,100
"1834",29,100,100
"1835",16,100,100
"1836",180,100,100
"1837",43,100,100
"1838",6,100,100
"1839",51,100,100
"1840",14,100,100
"1841",44,100,100
"1842",41,100,100
"1843",3,100,100
"1844",110,100,100
"1845",93,100,100
"1846",65,100,100
"1847",9,100,100
"1848",108,100,100
"1849",30,100,100
"1850",48,100,100
"1851",22,100,100
"1852",10,100,100
"1853",20,100,100
"1854",9,100,100
"1855",26,100,100
"1856",20,100,100
"1857",9,100,100
"1858",68,100,100
"1859",48,100,100
"1860",23,100,100
"1861",39,100,100
"1862",85,100,100
"1863",8,100,100
"1864",11,100,100
"1865",36,100,100
"1866",27,100,100
"1867",49,100,100
"1868",147,100,100
"1869",20,100,100
"1870",11,100,100
"1871",18,100,100
"1872",25,100,100
"1873",35,100,100
"1874",23,100,100
"1875",17,100,100
"1876",14,100,100
"1877",37,100,100
"1878",24,100,100
"1879",19,100,100
"1880",50,100,100
"1881",40,100,100
"1882",37,100,100
"1883",23,100,100
"1884",69,100,100
"1885",29,100,100
"1886",9,100,100
"1887",161,100,100
"1888",28,100,100
"1889",16,100,100
"1890",83,100,100
"1891",57,100,100
"1892",43,100,100
"1893",10,100,100
"1894",18,100,100
"1895",14,100,100
"1896",7,100,100
"1897",13,100,100
"1898",44,100,100
"1899",68,100,100
"1900",25,100,100
"1901",7,100,100
"1902",24,100,100
"1903",59,100,100
"1904",66,100,100
"1905",41,100,100
"1906",73,100,100
"1907",17,100,100
"1908",100,100,100
"1909",25,100,100
"1910",20,100,100
"1911",29,100,100
"1912",106,100,100
"1913",7,100,100
"1914",5,100,100
"1915",58,100,100
"1916",23,100,100
"1917",34,100,100
"1918",117,100,100
"1919",19,100,100
"1920",9,100,100
"1921",34,100,100
"1922",56,100,100
"1923",102,100,100
"1924",13,100,100
"1925",19,100,100
"1926",11,100,100
"1927",13,100,100
"1928",30,100,100
"1929",62,100,100
"1930",14,100,100
"1931",8,100,100
"1932",45,100,100
"1933",15,100,100
"1934",68,100,100
"1935",16,100,100
"1936",75,100,100
"1937",123,100,100
"1938",14,100,100
"1939",9,100,100
"1940",5,100,100
"1941",147,100,100
"1942",11,100,100
"1943",29,100,100
"1944",17,100,100
"1945",28,100,100
"1946",34,100,100
"1947",68,100,100
"1948",2,100,100
"1949",22,100,100
"1950",7,100,100
"1951",2,100,100
"1952",5,100,100
"1953",34,100,100
"1954",48,100,100
"1955",55,100,100
"1956",22,100,100
"1957",129,100,100
"1958",178,100,100
"1959",11,100,100
"1960",136,100,100
"1961",138,100,100
"1962",12,100,100
"1963",26,100,100
"1964",31,100,100
"1965",96,100,100
"1966",109,100,100
"1967",16,100,100
"1968",41,100,100
"1969",32,100,100
"1970",51,100,100
"1971",142,100,100
"1972",8,100,100
"1973",74,100,100
"1974",10,100,100
"1975",48,100,100
"1976",22,100,100
"1977",14,100,100
"1978",8,100,100
"1979",23,100,100
"1980",33,100,100
"1981",71,100,100
"1982",48,100,100
"1983",12,100,100
"1984",38,100,100
"1985",28,100,100
"1986",35,100,100
"1987",100,100,100
"1988",15,100,100
"1989",43,100,100
"1990",32,100,100
"1991",32,100,100
"1992",25,100,100
"1993",39,100,100
"1994",6,100,100
"1995",12,100,100
"1996",31,100,100
"1997",30,100,100
"1998",19,100,100
"1999",26,100,100
"2000",26,100,100
"2001",17,200,12
"2002",9,200,12
"2003",12,200,12
"2004",10,200,12
"2005",16,200,12
"2006",13,200,12
"2007",7,200,12
"2008",28,200,12
"2009",21,200,12
"2010",20,200,12
"2011",18,200,12
"2012",14,200,12
"2013",27,200,12
"2014",8,200,12
"2015",10,200,12
"2016",5,200,12
"2017",9,200,12
"2018",13,200,12
"2019",17,200,12
"2020",21,200,12
"2021",34,200,12
"2022",15,200,12
"2023",18,200,12
"2024",25,200,12
"2025",8,200,12
"2026",7,200,12
"2027",9,200,12
"2028",6,200,12
"2029",13,200,12
"2030",9,200,12
"2031",11,200,12
"2032",5,200,12
"2033",10,200,12
"2034",17,200,12
"2035",14,200,12
"2036",6,200,12
"2037",9,200,12
"2038",21,200,12
"2039",16,200,12
"2040",4,200,12
"2041",7,200,12
"2042",3,200,12
"2043",14,200,12
"2044",10,200,12
"2045",11,200,12
"2046",9,200,12
"2047",10,200,12
"2048",9,200,12
"2049",39,200,12
"2050",13,200,12
"2051",15,200,12
"2052",17,200,12
"2053",19,200,12
"2054",20,200,12
"2055",7,200,12
"2056",7,200,12
"2057",11,200,12
"2058",6,200,12
"2059",50,200,12
"2060",18,200,12
"2061",16,200,12
"2062",18,200,12
"2063",10,200,12
"2064",3,200,12
"2065",12,200,12
"2066",17,200,12
"2067",31,200,12
"2068",4,200,12
"2069",9,200,12
"2070",24,200,12
"2071",15,200,12
"2072",22,200,12
"2073",12,200,12
"2074",15,200,12
"2075",18,200,12
"2076",37,200,12
"2077",3,200,12
"2078",15,200,12
"2079",5,200,12
"2080",14,200,12
"2081",9,200,12
"2082",6,200,12
"2083",8,200,12
"2084",35,200,12
"2085",9,200,12
"2086",7,200,12
"2087",12,200,12
"2088",11,200,12
"2089",18,200,12
"2090",7,200,12
"2091",16,200,12
"2092",3,200,12
"2093",17,200,12
"2094",11,200,12
"2095",18,200,12
"2096",8,200,12
"2097",24,200,12
"2098",8,200,12
"2099",19,200,12
"2100",14,200,12
"2101",11,200,12
"2102",6,200,12
"2103",10,200,12
"2104",7,200,12
"2105",5,200,12
"2106",32,200,12
"2107",21,200,12
"2108",50,200,12
"2109",8,200,12
"2110",6,200,12
"2111",18,200,12
"2112",33,200,12
"2113",12,200,12
"2114",8,200,12
"2115",14,200,12
"2116",13,200,12
"2117",26,200,12
"2118",6,200,12
"2119",14,200,12
"2120",18,200,12
"2121",9,200,12
"2122",6,200,12
"2123",22,200,12
"2124",10,200,12
"2125",12,200,12
"2126",8,200,12
"2127",7,200,12
"2128",19,200,12
"2129",9,200,12
"2130",10,200,12
"2131",22,200,12
"2132",40,200,12
"2133",15,200,12
"2134",8,200,12
"2135",37,200,12
"2136",14,200,12
"2137",15,200,12
"2138",15,200,12
"2139",13,200,12
"2140",30,200,12
"2141",9,200,12
"2142",7,200,12
"2143",12,200,12
"2144",5,200,12
"2145",18,200,12
"2146",10,200,12
"2147",14,200,12
"2148",17,200,12
"2149",23,200,12
"2150",8,200,12
"2151",18,200,12
"2152",13,200,12
"2153",29,200,12
"2154",5,200,12
"2155",9,200,12
"2156",11,200,12
"2157",18,200,12
"2158",7,200,12
"2159",6,200,12
"2160",15,200,12
"2161",15,200,12
"2162",11,200,12
"2163",6,200,12
"2164",22,200,12
"2165",7,200,12
"2166",13,200,12
"2167",17,200,12
"2168",13,200,12
"2169",3,200,12
"2170",3,200,12
"2171",12,200,12
"2172",15,200,12
"2173",37,200,12
"2174",13,200,12
"2175",8,200,12
"2176",16,200,12
"2177",14,200,12
"2178",13,200,12
"2179",8,200,12
"2180",6,200,12
"2181",15,200,12
"2182",11,200,12
"2183",8,200,12
"2184",7,200,12
"2185",21,200,12
"2186",19,200,12
"2187",39,200,12
"2188",14,200,12
"2189",23,200,12
"2190",13,200,12
"2191",5,200,12
"2192",26,200,12
"2193",13,200,12
"2194",11,200,12
"2195",10,200,12
"2196",9,200,12
"2197",20,200,12
"2198",13,200,12
"2199",13,200,12
"2200",7,200,12
"2201",8,200,20
"2202",14,200,20
"2203",7,200,20
"2204",7,200,20
"2205",5,200,20
"2206",19,200,20
"2207",8,200,20
"2208",21,200,20
"2209",23,200,20
"2210",7,200,20
"2211",20,200,20
"2212",25,200,20
"2213",4,200,20
"2214",12,200,20
"2215",13,200,20
"2216",8,200,20
"2217",6,200,20
"2218",21,200,20
"2219",15,200,20
"2220",25,200,20
"2221",10,200,20
"2222",3,200,20
"2223",22,200,20
"2224",5,200,20
"2225",7,200,20
"2226",12,200,20
"2227",2,200,20
"2228",33,200,20
"2229",9,200,20
"2230",7,200,20
"2231",3,200,20
"2232",15,200,20
"2233",7,200,20
"2234",22,200,20
"2235",8,200,20
"2236",20,200,20
"2237",14,200,20
"2238",9,200,20
"2239",51,200,20
"2240",13,200,20
"2241",8,200,20
"2242",15,200,20
"2243",11,200,20
"2244",8,200,20
"2245",11,200,20
"2246",21,200,20
"2247",13,200,20
"2248",21,200,20
"2249",14,200,20
"2250",12,200,20
"2251",4,200,20
"2252",14,200,20
"2253",23,200,20
"2254",23,200,20
"2255",19,200,20
"2256",33,200,20
"2257",17,200,20
"2258",9,200,20
"2259",34,200,20
"2260",8,200,20
"2261",16,200,20
"2262",11,200,20
"2263",11,200,20
"2264",5,200,20
"2265",32,200,20
"2266",8,200,20
"2267",4,200,20
"2268",2,200,20
"2269",12,200,20
"2270",20,200,20
"2271",18,200,20
"2272",9,200,20
"2273",14,200,20
"2274",28,200,20
"2275",15,200,20
"2276",16,200,20
"2277",7,200,20
"2278",4,200,20
"2279",17,200,20
"2280",17,200,20
"2281",8,200,20
"2282",22,200,20
"2283",17,200,20
"2284",14,200,20
"2285",23,200,20
"2286",13,200,20
"2287",26,200,20
"2288",19,200,20
"2289",5,200,20
"2290",22,200,20
"2291",13,200,20
"2292",12,200,20
"2293",10,200,20
"2294",17,200,20
"2295",12,200,20
"2296",16,200,20
"2297",11,200,20
"2298",8,200,20
"2299",12,200,20
"2300",14,200,20
"2301",33,200,20
"2302",58,200,20
"2303",10,200,20
"2304",10,200,20
"2305",12,200,20
"2306",16,200,20
"2307",16,200,20
"2308",5,200,20
"2309",34,200,20
"2310",11,200,20
"2311",6,200,20
"2312",10,200,20
"2313",12,200,20
"2314",7,200,20
"2315",13,200,20
"2316",27,200,20
"2317",32,200,20
"2318",16,200,20
"2319",7,200,20
"2320",27,200,20
"2321",13,200,20
"2322",7,200,20
"2323",17,200,20
"2324",15,200,20
"2325",27,200,20
"2326",48,200,20
"2327",13,200,20
"2328",8,200,20
"2329",14,200,20
"2330",27,200,20
"2331",22,200,20
"2332",7,200,20
"2333",13,200,20
"2334",17,200,20
"2335",14,200,20
"2336",3,200,20
"2337",18,200,20
"2338",7,200,20
"2339",12,200,20
"2340",15,200,20
"2341",13,200,20
"2342",15,200,20
"2343",30,200,20
"2344",6,200,20
"2345",13,200,20
"2346",10,200,20
"2347",25,200,20
"2348",7,200,20
"2349",13,200,20
"2350",11,200,20
"2351",16,200,20
"2352",9,200,20
"2353",3,200,20
"2354",13,200,20
"2355",18,200,20
"2356",17,200,20
"2357",21,200,20
"2358",19,200,20
"2359",15,200,20
"2360",13,200,20
"2361",15,200,20
"2362",8,200,20
"2363",7,200,20
"2364",27,200,20
"2365",25,200,20
"2366",20,200,20
"2367",11,200,20
"2368",12,200,20
"2369",7,200,20
"2370",14,200,20
"2371",15,200,20
"2372",35,200,20
"2373",4,200,20
"2374",8,200,20
"2375",11,200,20
"2376",8,200,20
"2377",15,200,20
"2378",7,200,20
"2379",12,200,20
"2380",3,200,20
"2381",12,200,20
"2382",7,200,20
"2383",13,200,20
"2384",22,200,20
"2385",17,200,20
"2386",9,200,20
"2387",32,200,20
"2388",23,200,20
"2389",3,200,20
"2390",10,200,20
"2391",9,200,20
"2392",31,200,20
"2393",8,200,20
"2394",14,200,20
"2395",17,200,20
"2396",13,200,20
"2397",52,200,20
"2398",22,200,20
"2399",21,200,20
"2400",7,200,20
"2401",18,200,50
"2402",37,200,50
"2403",10,200,50
"2404",12,200,50
"2405",28,200,50
"2406",13,200,50
"2407",14,200,50
"2408",62,200,50
"2409",8,200,50
"2410",12,200,50
"2411",11,200,50
"2412",15,200,50
"2413",5,200,50
"2414",15,200,50
"2415",17,200,50
"2416",3,200,50
"2417",3,200,50
"2418",7,200,50
"2419",6,200,50
"2420",6,200,50
"2421",16,200,50
"2422",12,200,50
"2423",15,200,50
"2424",23,200,50
"2425",9,200,50
"2426",39,200,50
"2427",6,200,50
"2428",12,200,50
"2429",26,200,50
"2430",31,200,50
"2431",8,200,50
"2432",11,200,50
"2433",13,200,50
"2434",11,200,50
"2435",6,200,50
"2436",11,200,50
"2437",13,200,50
"2438",14,200,50
"2439",8,200,50
"2440",20,200,50
"2441",22,200,50
"2442",2,200,50
"2443",21,200,50
"2444",13,200,50
"2445",18,200,50
"2446",19,200,50
"2447",3,200,50
"2448",18,200,50
"2449",8,200,50
"2450",7,200,50
"2451",7,200,50
"2452",4,200,50
"2453",9,200,50
"2454",9,200,50
"2455",11,200,50
"2456",8,200,50
"2457",18,200,50
"2458",18,200,50
"2459",9,200,50
"2460",11,200,50
"2461",20,200,50
"2462",52,200,50
"2463",16,200,50
"2464",8,200,50
"2465",14,200,50
"2466",4,200,50
"2467",17,200,50
"2468",5,200,50
"2469",26,200,50
"2470",24,200,50
"2471",6,200,50
"2472",57,200,50
"2473",11,200,50
"2474",14,200,50
"2475",14,200,50
"2476",7,200,50
"2477",15,200,50
"2478",15,200,50
"2479",29,200,50
"2480",15,200,50
"2481",7,200,50
"2482",25,200,50
"2483",22,200,50
"2484",13,200,50
"2485",51,200,50
"2486",18,200,50
"2487",55,200,50
"2488",27,200,50
"2489",32,200,50
"2490",36,200,50
"2491",17,200,50
"2492",7,200,50
"2493",13,200,50
"2494",15,200,50
"2495",50,200,50
"2496",12,200,50
"2497",33,200,50
"2498",11,200,50
"2499",30,200,50
"2500",16,200,50
"2501",15,200,50
"2502",3,200,50
"2503",9,200,50
"2504",11,200,50
"2505",19,200,50
"2506",10,200,50
"2507",18,200,50
"2508",21,200,50
"2509",23,200,50
"2510",27,200,50
"2511",29,200,50
"2512",23,200,50
"2513",31,200,50
"2514",27,200,50
"2515",12,200,50
"2516",32,200,50
"2517",16,200,50
"2518",7,200,50
"2519",5,200,50
"2520",9,200,50
"2521",8,200,50
"2522",43,200,50
"2523",8,200,50
"2524",14,200,50
"2525",10,200,50
"2526",4,200,50
"2527",17,200,50
"2528",5,200,50
"2529",12,200,50
"2530",5,200,50
"2531",21,200,50
"2532",16,200,50
"2533",5,200,50
"2534",28,200,50
"2535",24,200,50
"2536",18,200,50
"2537",5,200,50
"2538",14,200,50
"2539",37,200,50
"2540",21,200,50
"2541",6,200,50
"2542",8,200,50
"2543",14,200,50
"2544",37,200,50
"2545",8,200,50
"2546",15,200,50
"2547",6,200,50
"2548",62,200,50
"2549",19,200,50
"2550",44,200,50
"2551",21,200,50
"2552",22,200,50
"2553",11,200,50
"2554",9,200,50
"2555",9,200,50
"2556",76,200,50
"2557",12,200,50
"2558",7,200,50
"2559",10,200,50
"2560",12,200,50
"2561",6,200,50
"2562",15,200,50
"2563",23,200,50
"2564",29,200,50
"2565",33,200,50
"2566",11,200,50
"2567",43,200,50
"2568",10,200,50
"2569",12,200,50
"2570",14,200,50
"2571",5,200,50
"2572",12,200,50
"2573",14,200,50
"2574",23,200,50
"2575",20,200,50
"2576",11,200,50
"2577",33,200,50
"2578",40,200,50
"2579",10,200,50
"2580",30,200,50
"2581",13,200,50
"2582",60,200,50
"2583",4,200,50
"2584",52,200,50
"2585",15,200,50
"2586",13,200,50
"2587",18,200,50
"2588",21,200,50
"2589",61,200,50
"2590",22,200,50
"2591",15,200,50
"2592",18,200,50
"2593",83,200,50
"2594",17,200,50
"2595",10,200,50
"2596",9,200,50
"2597",25,200,50
"2598",22,200,50
"2599",17,200,50
"2600",14,200,50
"2601",26,200,70
"2602",5,200,70
"2603",10,200,70
"2604",7,200,70
"2605",17,200,70
"2606",48,200,70
"2607",4,200,70
"2608",19,200,70
"2609",8,200,70
"2610",50,200,70
"2611",20,200,70
"2612",12,200,70
"2613",9,200,70
"2614",3,200,70
"2615",39,200,70
"2616",19,200,70
"2617",34,200,70
"2618",15,200,70
"2619",12,200,70
"2620",12,200,70
"2621",22,200,70
"2622",4,200,70
"2623",12,200,70
"2624",8,200,70
"2625",15,200,70
"2626",12,200,70
"2627",17,200,70
"2628",9,200,70
"2629",6,200,70
"2630",12,200,70
"2631",15,200,70
"2632",30,200,70
"2633",10,200,70
"2634",21,200,70
"2635",88,200,70
"2636",53,200,70
"2637",13,200,70
"2638",20,200,70
"2639",18,200,70
"2640",8,200,70
"2641",18,200,70
"2642",12,200,70
"2643",8,200,70
"2644",12,200,70
"2645",5,200,70
"2646",14,200,70
"2647",39,200,70
"2648",29,200,70
"2649",22,200,70
"2650",13,200,70
"2651",48,200,70
"2652",6,200,70
"2653",13,200,70
"2654",30,200,70
"2655",2,200,70
"2656",24,200,70
"2657",10,200,70
"2658",10,200,70
"2659",10,200,70
"2660",8,200,70
"2661",15,200,70
"2662",14,200,70
"2663",13,200,70
"2664",7,200,70
"2665",10,200,70
"2666",10,200,70
"2667",8,200,70
"2668",8,200,70
"2669",30,200,70
"2670",13,200,70
"2671",6,200,70
"2672",23,200,70
"2673",5,200,70
"2674",4,200,70
"2675",25,200,70
"2676",7,200,70
"2677",12,200,70
"2678",47,200,70
"2679",19,200,70
"2680",27,200,70
"2681",24,200,70
"2682",9,200,70
"2683",16,200,70
"2684",16,200,70
"2685",29,200,70
"2686",14,200,70
"2687",31,200,70
"2688",12,200,70
"2689",18,200,70
"2690",9,200,70
"2691",17,200,70
"2692",6,200,70
"2693",24,200,70
"2694",30,200,70
"2695",9,200,70
"2696",17,200,70
"2697",16,200,70
"2698",8,200,70
"2699",94,200,70
"2700",19,200,70
"2701",26,200,70
"2702",13,200,70
"2703",15,200,70
"2704",14,200,70
"2705",12,200,70
"2706",17,200,70
"2707",11,200,70
"2708",18,200,70
"2709",26,200,70
"2710",7,200,70
"2711",8,200,70
"2712",23,200,70
"2713",14,200,70
"2714",20,200,70
"2715",30,200,70
"2716",22,200,70
"2717",4,200,70
"2718",9,200,70
"2719",17,200,70
"2720",22,200,70
"2721",6,200,70
"2722",30,200,70
"2723",26,200,70
"2724",30,200,70
"2725",48,200,70
"2726",21,200,70
"2727",15,200,70
"2728",17,200,70
"2729",65,200,70
"2730",4,200,70
"2731",20,200,70
"2732",24,200,70
"2733",47,200,70
"2734",11,200,70
"2735",13,200,70
"2736",32,200,70
"2737",14,200,70
"2738",22,200,70
"2739",20,200,70
"2740",18,200,70
"2741",21,200,70
"2742",13,200,70
"2743",5,200,70
"2744",19,200,70
"2745",7,200,70
"2746",17,200,70
"2747",21,200,70
"2748",23,200,70
"2749",18,200,70
"2750",19,200,70
"2751",7,200,70
"2752",25,200,70
"2753",12,200,70
"2754",5,200,70
"2755",4,200,70
"2756",21,200,70
"2757",33,200,70
"2758",21,200,70
"2759",7,200,70
"2760",21,200,70
"2761",13,200,70
"2762",10,200,70
"2763",67,200,70
"2764",20,200,70
"2765",20,200,70
"2766",25,200,70
"2767",16,200,70
"2768",17,200,70
"2769",18,200,70
"2770",8,200,70
"2771",24,200,70
"2772",11,200,70
"2773",12,200,70
"2774",10,200,70
"2775",23,200,70
"2776",47,200,70
"2777",52,200,70
"2778",10,200,70
"2779",8,200,70
"2780",4,200,70
"2781",7,200,70
"2782",16,200,70
"2783",18,200,70
"2784",13,200,70
"2785",30,200,70
"2786",27,200,70
"2787",13,200,70
"2788",56,200,70
"2789",17,200,70
"2790",49,200,70
"2791",24,200,70
"2792",20,200,70
"2793",23,200,70
"2794",9,200,70
"2795",11,200,70
"2796",2,200,70
"2797",6,200,70
"2798",9,200,70
"2799",33,200,70
"2800",23,200,70
"2801",58,200,100
"2802",14,200,100
"2803",20,200,100
"2804",11,200,100
"2805",10,200,100
"2806",27,200,100
"2807",9,200,100
"2808",14,200,100
"2809",10,200,100
"2810",4,200,100
"2811",16,200,100
"2812",39,200,100
"2813",4,200,100
"2814",8,200,100
"2815",13,200,100
"2816",19,200,100
"2817",18,200,100
"2818",19,200,100
"2819",38,200,100
"2820",3,200,100
"2821",7,200,100
"2822",56,200,100
"2823",20,200,100
"2824",7,200,100
"2825",15,200,100
"2826",15,200,100
"2827",2,200,100
"2828",28,200,100
"2829",25,200,100
"2830",8,200,100
"2831",28,200,100
"2832",16,200,100
"2833",17,200,100
"2834",13,200,100
"2835",55,200,100
"2836",11,200,100
"2837",10,200,100
"2838",24,200,100
"2839",13,200,100
"2840",31,200,100
"2841",71,200,100
"2842",41,200,100
"2843",24,200,100
"2844",6,200,100
"2845",6,200,100
"2846",7,200,100
"2847",36,200,100
"2848",36,200,100
"2849",13,200,100
"2850",58,200,100
"2851",28,200,100
"2852",4,200,100
"2853",12,200,100
"2854",18,200,100
"2855",24,200,100
"2856",53,200,100
"2857",2,200,100
"2858",8,200,100
"2859",34,200,100
"2860",28,200,100
"2861",7,200,100
"2862",15,200,100
"2863",5,200,100
"2864",14,200,100
"2865",7,200,100
"2866",12,200,100
"2867",10,200,100
"2868",20,200,100
"2869",46,200,100
"2870",13,200,100
"2871",16,200,100
"2872",92,200,100
"2873",5,200,100
"2874",22,200,100
"2875",16,200,100
"2876",14,200,100
"2877",30,200,100
"2878",14,200,100
"2879",10,200,100
"2880",11,200,100
"2881",9,200,100
"2882",7,200,100
"2883",16,200,100
"2884",10,200,100
"2885",10,200,100
"2886",10,200,100
"2887",84,200,100
"2888",32,200,100
"2889",15,200,100
"2890",16,200,100
"2891",16,200,100
"2892",34,200,100
"2893",17,200,100
"2894",11,200,100
